rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
410,JennaMarbles,19700000,1803249241.0,Comedy,JennaMarbles,250,United States,US,Comedy,5665.0,112.0,21.0,3769000.0,942.0,15100.0,11300.0,180900.0,,2010.0,Feb,16.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
428,shane,19200000,4329121104.0,People & Blogs,shane,570,United States,US,Comedy,1705.0,114.0,22.0,2730000.0,683.0,10900.0,8200.0,131100.0,,2005.0,Sep,22.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
430,Jimmy Kimmel Live,19100000,13124645973.0,Entertainment,Jimmy Kimmel Live,6526,United States,US,Comedy,283.0,115.0,23.0,17243000.0,4300.0,69000.0,51700.0,827600.0,,2006.0,Sep,20.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
431,TheOdd1sOut,19100000,4566120190.0,Comedy,TheOdd1sOut,139,United States,US,Comedy,1568.0,115.0,23.0,30986000.0,7700.0,123900.0,93000.0,1500000.0,,2014.0,Aug,30.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
452,Shemaroo Comedy,18600000,6047584292.0,Entertainment,Shemaroo Comedy,4487,India,IN,Comedy,1033.0,81.0,24.0,102431000.0,25600.0,409700.0,307300.0,4900000.0,200000.0,2007.0,Jan,31.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
507,MissaSinfonia,17600000,2274007523.0,Comedy,MissaSinfonia,233,Mexico,MX,Comedy,4139.0,17.0,25.0,27445000.0,6900.0,109800.0,82300.0,1300000.0,100000.0,2011.0,Jan,5.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
616,Arif muhammad,15800000,4122634467.0,People & Blogs,Arif muhammad,542,Indonesia,ID,Comedy,1816.0,22.0,26.0,71870000.0,18000.0,287500.0,215600.0,3400000.0,100000.0,2017.0,Jan,18.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
639,Harsh Beniwal,15400000,1781226000.0,Comedy,Harsh Beniwal,165,India,IN,Comedy,5724.0,100.0,27.0,27963000.0,7000.0,111900.0,83900.0,1300000.0,100000.0,2015.0,May,6.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
653,The MriDul,15200000,4503880875.0,Comedy,The MriDul,106,India,IN,Comedy,1593.0,102.0,28.0,98329000.0,24600.0,393300.0,295000.0,4700000.0,200000.0,2015.0,Mar,14.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
673,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15100000,9477021288.0,Comedy,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,921,Argentina,AR,Comedy,491.0,13.0,28.0,512343000.0,128100.0,2000000.0,1500000.0,24600000.0,700000.0,2016.0,Aug,2.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
689,Ray William Johnson,15000000,10239836582.0,Entertainment,Ray William Johnson,1803,United States,US,Comedy,423.0,151.0,29.0,312858000.0,78200.0,1300000.0,938600.0,15000000.0,200000.0,2008.0,May,26.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
691,ISSEI / ï¿½ï¿½ï¿½ï¿½,15000000,13562853889.0,Comedy,ISSEI / ï¿½ï¿½ï¿½ï¿½,1788,Japan,JP,Comedy,277.0,5.0,29.0,282372000.0,70600.0,1100000.0,847100.0,13600000.0,900000.0,2014.0,Jul,23.0,63.2,126226568.0,2.29,115782416.0,36.204824,138.252924
721,CollegeHumor,14700000,7255848125.0,Comedy,CollegeHumor,4340,United States,US,Comedy,798.0,154.0,30.0,55583000.0,0.0,0.0,0.0,0.0,,2006.0,Oct,9.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
752,Lilly Singh,14500000,3517662420.0,Comedy,Lilly Singh,1064,Canada,CA,Comedy,2297.0,8.0,31.0,5329000.0,1300.0,21300.0,16000.0,255800.0,,2010.0,Oct,29.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
758,Cyprien,14400000,3086254545.0,Comedy,Cyprien,222,France,FR,Comedy,2767.0,2.0,32.0,11417000.0,2900.0,45700.0,34300.0,548000.0,,2007.0,Feb,25.0,65.6,67059887.0,8.43,54123364.0,46.227638,2.213749
780,SEVENGERS,14200000,10238593147.0,Comedy,SEVENGERS,872,India,IN,Comedy,422.0,110.0,33.0,367898000.0,92000.0,1500000.0,1100000.0,17700000.0,400000.0,2018.0,Jun,4.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
800,ETV Jabardasth,14000000,13542939513.0,People & Blogs,ETV Jabardasth,9652,India,IN,Comedy,268.0,111.0,34.0,133584000.0,33400.0,534300.0,400800.0,6400000.0,100000.0,2015.0,Jul,14.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
805,Darkar Company Studios,13900000,2244318380.0,Film & Animation,Darkar Company Studios,183,United States,US,Comedy,4234.0,161.0,35.0,4598000.0,1100.0,18400.0,13800.0,220700.0,,2009.0,Feb,15.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
825,The Vishal bhatt,13700000,9596430464.0,Comedy,The Vishal bhatt,1040,India,IN,Comedy,487.0,113.0,36.0,379240000.0,94800.0,1500000.0,1100000.0,18200000.0,600000.0,2021.0,Aug,15.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
828,FAPTV,13700000,5457203710.0,Comedy,FAPTV,863,Vietnam,VN,Comedy,1205.0,3.0,36.0,35124000.0,8800.0,140500.0,105400.0,1700000.0,,2014.0,Feb,26.0,28.5,96462106.0,2.01,35332140.0,14.058324,108.277199
838,Saturday Night Live,13600000,14717282742.0,Entertainment,Saturday Night Live,8335,United States,US,Comedy,232.0,164.0,37.0,56626000.0,14200.0,226500.0,169900.0,2700000.0,,2013.0,Jul,23.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
864,Stray Kids,13300000,3364230487.0,People & Blogs,straykids,3,,,Comedy,4057875.0,,4896.0,2.0,0.0,0.01,0.01,0.1,1.0,2007.0,Mar,17.0,,,,,,
871,Just For Laughs Gags,13300000,7406628736.0,Comedy,Just For Laughs Gags,6916,United States,US,Comedy,764.0,167.0,38.0,17468000.0,4400.0,69900.0,52400.0,838500.0,100000.0,2007.0,Jan,14.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
924,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,12800000,5863456698.0,Comedy,Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,1727,Iraq,IQ,Comedy,1087.0,2.0,40.0,35336000.0,8800.0,141300.0,106000.0,1700000.0,,2016.0,Jan,30.0,16.2,39309783.0,12.82,27783368.0,33.223191,43.679291
928,Adam W,12800000,9502983550.0,Comedy,Adam W,681,United States,US,Comedy,492.0,171.0,39.0,228951000.0,57200.0,915800.0,686900.0,11000000.0,200000.0,2015.0,Oct,4.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
933,Franco Escamilla,12700000,4266957149.0,Comedy,Franco Escamilla,2483,Mexico,MX,Comedy,1740.0,32.0,41.0,77482000.0,19400.0,309900.0,232400.0,3700000.0,100000.0,2007.0,Oct,19.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
969,CKM,12500000,4465772496.0,Comedy,CKM,117,India,IN,Comedy,1621.0,123.0,42.0,13142000.0,3300.0,52600.0,39400.0,630800.0,,2018.0,Feb,20.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
971,_vector_,12400000,7597013023.0,Comedy,_vector_,398,United States,US,Comedy,720.0,176.0,43.0,903672000.0,225900.0,3600000.0,2700000.0,43400000.0,1200000.0,2019.0,Mar,24.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
976,Gustavo Parï¿½ï¿½,12400000,2602614088.0,Comedy,GustavoParodias,9,Brazil,BR,Comedy,4050768.0,5075.0,4894.0,,0.0,0.0,0.0,0.0,,2010.0,Aug,24.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
995,Make Joke Of,12300000,2129773714.0,Comedy,Make Joke Of,62,India,IN,Comedy,4568.0,125.0,44.0,24000000.0,6000.0,96000.0,72000.0,1200000.0,100000.0,2017.0,Aug,1.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
