rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
442,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,18900000,9813245108.0,Education,Little Angel Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,719,Mexico,MX,Education,459.0,16.0,24.0,140398000.0,35100.0,561600.0,421200.0,6700000.0,,2018.0,Jan,26.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
443,TED-Ed,18800000,3654621568.0,Education,TED-Ed,2072,United States,US,Education,2163.0,117.0,25.0,29874000.0,7500.0,119500.0,89600.0,1400000.0,100000.0,2011.0,Mar,1.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
475,Blippi - Educational Videos for Kids,18100000,14857290259.0,Education,Blippi - Educational Videos for Kids,707,United States,US,Education,224.0,123.0,26.0,180412000.0,45100.0,721600.0,541200.0,8700000.0,300000.0,2014.0,Jan,27.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
492,MGC Playhouse,17900000,16174530046.0,Shows,MGC Playhouse,1426,United States,US,Education,187.0,125.0,27.0,102621000.0,25700.0,410500.0,307900.0,4900000.0,100000.0,2009.0,Feb,3.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
528,El Reino a Jugar,17200000,11445492404.0,Education,El Reino a Jugar,1007,Argentina,AR,Education,353.0,11.0,28.0,83709000.0,20900.0,334800.0,251100.0,4000000.0,100000.0,2015.0,Mar,3.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
603,wifistudy,16000000,3018032423.0,Education,wifistudy by Unacademy,52144,India,IN,Education,2855.0,94.0,30.0,14287000.0,3600.0,57100.0,42900.0,685800.0,,2014.0,Jul,26.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
614,Dear Sir,15800000,1349288771.0,Education,Dear Sir,633,India,IN,Education,8066.0,95.0,31.0,24056000.0,6000.0,96200.0,72200.0,1200000.0,200000.0,2016.0,Dec,13.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
629,Blippi Espaï¿½ï,15500000,8984089026.0,People & Blogs,Blippi Espaï¿½ï,598,Mexico,MX,Education,538.0,24.0,32.0,90012000.0,22500.0,360000.0,270000.0,4300000.0,100000.0,2017.0,Jan,13.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
632,Infobells Bangla,15500000,7776706184.0,Education,Infobells Bangla,359,India,IN,Education,687.0,98.0,32.0,167888000.0,42000.0,671600.0,503700.0,8100000.0,300000.0,2016.0,Jun,13.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
648,Dave and Ava - Nursery Rhymes and Baby Songs,15300000,10714145606.0,Education,Dave and Ava - Nursery Rhymes and Baby Songs,851,United States,US,Education,390.0,148.0,33.0,77053000.0,19300.0,308200.0,231200.0,3700000.0,,2014.0,Dec,4.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
679,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15000000,8897705695.0,Entertainment,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,795,Brazil,BR,Education,548.0,36.0,34.0,145478000.0,36400.0,581900.0,436400.0,7000000.0,,2018.0,Jan,26.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
705,CrashCourse,14800000,1833519700.0,Education,CrashCourse,1481,United States,US,Education,5533.0,153.0,35.0,7177000.0,1800.0,28700.0,21500.0,344500.0,,2006.0,May,20.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
718,The Slow Mo Guys,14700000,2465473772.0,Entertainment,The Slow Mo Guys,317,United States,US,Education,3746.0,154.0,36.0,18978000.0,4700.0,75900.0,56900.0,911000.0,,2010.0,Aug,15.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
719,StudyIQ IAS,14700000,4029253667.0,Education,StudyIQ IAS,43564,India,IN,Education,1879.0,106.0,36.0,74483000.0,18600.0,297900.0,223400.0,3600000.0,200000.0,2015.0,Jun,22.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
722,Netflix Jr.,14700000,8882319696.0,Education,Netflix Jr.,1996,United States,US,Education,552.0,154.0,36.0,79402000.0,19900.0,317600.0,238200.0,3800000.0,100000.0,2012.0,Jan,28.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
777,infobells - Kannada,14200000,6554000320.0,Education,infobells - Kannada,433,India,IN,Education,912.0,110.0,37.0,141688000.0,35400.0,566800.0,425100.0,6800000.0,300000.0,2014.0,Mar,13.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
812,Veritasium,13900000,2165885634.0,Education,Veritasium,369,United States,US,Education,4466.0,161.0,38.0,44149000.0,11000.0,176600.0,132400.0,2100000.0,200000.0,2010.0,Jul,21.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
820,Kids TV India Hindi Nursery Rhymes,13800000,6646953396.0,Shows,Kids TV India Hindi Nursery Rhymes,1505,India,IN,Education,898.0,112.0,38.0,78651000.0,19700.0,314600.0,236000.0,3800000.0,100000.0,2014.0,Nov,17.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
830,infobells,13700000,5178142148.0,Education,infobells,495,India,IN,Education,1289.0,113.0,39.0,23893000.0,6000.0,95600.0,71700.0,1100000.0,100000.0,2011.0,Oct,20.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
853,Vibhu 96,13400000,20563378.0,,Vibhu 96,256,India,IN,Education,342460.0,114.0,40.0,20264000.0,5100.0,81100.0,60800.0,972700.0,300000.0,2022.0,Jun,5.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
868,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13300000,9088562002.0,People & Blogs,Kids Lineï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2742,United States,US,Education,524.0,166.0,41.0,161889000.0,40500.0,647600.0,485700.0,7800000.0,100000.0,2011.0,Nov,26.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
882,The Infographics Show,13200000,5263540904.0,Education,The Infographics Show,4279,United States,US,Education,1252.0,168.0,42.0,51820000.0,13000.0,207300.0,155500.0,2500000.0,100000.0,2011.0,Feb,26.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
925,Duo Tiempo De Sol,12800000,6662288136.0,Music,Duo Tiempo De Sol,323,Spain,ES,Education,896.0,17.0,44.0,53988000.0,13500.0,216000.0,162000.0,2600000.0,100000.0,2013.0,Mar,26.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
929,Right to Shiksha,12800000,7876740921.0,Education,Right to Shiksha,2044,India,IN,Education,670.0,120.0,45.0,213738000.0,53400.0,855000.0,641200.0,10300000.0,300000.0,2020.0,Apr,23.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
955,Little Baby Bum en Espaï¿½ï,12500000,6956320454.0,Education,Little Baby Bum en Espaï¿½ï,1459,Spain,ES,Education,843.0,19.0,46.0,16319000.0,4100.0,65300.0,49000.0,783300.0,,2014.0,Jun,6.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
972,DEV Ke Facts,12400000,1971226335.0,,DEV Ke Facts,218,India,IN,Education,5034.0,124.0,47.0,273670000.0,68400.0,1100000.0,821000.0,13100000.0,600000.0,2012.0,Sep,29.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
