rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
659,CNN,15200000,14198154095.0,News & Politics,CNN,160405,United States,US,News,247.0,148.0,16.0,187006000.0,46800.0,748000.0,561000.0,9000000.0,100000.0,2005.0,Oct,2.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
660,NDTV India,15200000,6624168155.0,News & Politics,NDTV India,91704,India,IN,News,900.0,101.0,16.0,49662000.0,12400.0,198600.0,149000.0,2400000.0,100000.0,2008.0,Jan,19.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
674,ABS-CBN News,15100000,10489367372.0,News & Politics,ABS-CBN News,209520,Philippines,PH,News,404.0,7.0,17.0,181644000.0,45400.0,726600.0,544900.0,8700000.0,100000.0,2009.0,Oct,22.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
685,Republic Bharat,15000000,7536093065.0,News & Politics,Gyani Beast,206,India,IN,News,1145576.0,2573.0,1992.0,998.0,0.25,4.0,3.0,48.0,,2018.0,Aug,16.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
690,KOMPASTV,15000000,11827310821.0,News & Politics,KOMPASTV,269050,Indonesia,ID,News,331.0,25.0,17.0,113064000.0,28300.0,452300.0,339200.0,5400000.0,100000.0,2013.0,Aug,23.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
701,ýýýýýý,14900000,439098.0,People & Blogs,ýýýýýý,1,Russia,RU,News,3609784.0,10.0,19.0,7697.0,2.0,31.0,23.0,369.0,,2008.0,Aug,11.0,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756
724,ABC News,14700000,12961669452.0,News & Politics,ABC News,80830,United States,US,News,289.0,154.0,18.0,185709000.0,46400.0,742800.0,557100.0,8900000.0,100000.0,2006.0,Aug,7.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
742,BBC News,14500000,4598387043.0,News & Politics,BBC News,18972,United Kingdom,GB,News,1548.0,26.0,19.0,66273000.0,16600.0,265100.0,198800.0,3200000.0,100000.0,2006.0,Apr,8.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
748,TV9 Bharatvarsh,14500000,10303519926.0,People & Blogs,TV9 Bharatvarsh,293516,India,IN,News,414.0,106.0,18.0,418474000.0,104600.0,1700000.0,1300000.0,20100000.0,700000.0,2018.0,Nov,19.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
819,Geo News,13800000,5727888539.0,News & Politics,Geo News,190093,Pakistan,PK,News,1127.0,6.0,21.0,100053000.0,25000.0,400200.0,300200.0,4800000.0,100000.0,2007.0,Jan,10.0,9.0,216565318.0,4.45,79927762.0,30.375321,69.345116
858,GMA Integrated News,13400000,9569814790.0,News & Politics,GMA Integrated News,296272,Philippines,PH,News,486.0,10.0,22.0,115459000.0,28900.0,461800.0,346400.0,5500000.0,100000.0,2007.0,Oct,29.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
918,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,12900000,7520379951.0,People & Blogs,AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,169304,United Arab Emirates,AE,News,737.0,8.0,23.0,80219000.0,20100.0,320900.0,240700.0,3900000.0,100000.0,2006.0,Sep,19.0,36.8,9770529.0,2.35,8479744.0,23.424076,53.847818
961,NDTV,12500000,4935793409.0,Entertainment,NDTV,151136,India,IN,News,1395.0,123.0,24.0,58527000.0,14600.0,234100.0,175600.0,2800000.0,100000.0,2006.0,May,8.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
