rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
281,Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,23600000,7920637200.0,Film & Animation,Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1251,United Kingdom,GB,Film,668.0,12.0,19.0,53589000.0,13400.0,214400.0,160800.0,2600000.0,100000.0,2014.0,Jul,28.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
284,Tilak,23400000,9465863821.0,Film & Animation,Tilak,6672,India,IN,Film,493.0,56.0,20.0,367347000.0,91800.0,1500000.0,1100000.0,17600000.0,900000.0,2020.0,Oct,10.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
299,Ultra Movie Parlour,22900000,5320485069.0,Movies,Ultra Movie Parlour,1670,India,IN,Film,1248.0,61.0,22.0,118846000.0,0.0,0.0,0.0,0.0,300000.0,2011.0,May,17.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
312,Goldmines Cineplex,22500000,2431154438.0,Film & Animation,Goldmines Cineplex,3377,India,IN,Film,3793.0,64.0,23.0,48740000.0,12200.0,195000.0,146200.0,2300000.0,200000.0,2015.0,Sep,12.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
376,Totoy kids - Portuguï¿½,20400000,1796227417.0,Film & Animation,Totoy kids - Portuguï¿½,206,Brazil,BR,Film,5673.0,19.0,24.0,39495000.0,9900.0,158000.0,118500.0,1900000.0,100000.0,2014.0,Dec,2.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
399,Marvel Entertainment,20100000,5634695322.0,Entertainment,MarvelEntertainment,1,United States,US,Film,4054962.0,6143.0,4024.0,63.0,0.02,0.25,0.19,3.0,30.0,2011.0,May,10.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
432,Goldmines Great Indian Comedy,19100000,5194942269.0,Film & Animation,Goldmines Great Indian Comedy,2948,,,Film,1279.0,,26.0,65920000.0,16500.0,263700.0,197800.0,3200000.0,200000.0,2016.0,Aug,29.0,,,,,,
437,Turma da Mï¿½ï¿½,19000000,13824277846.0,Film & Animation,Turma da Mï¿½ï¿½,1154,Brazil,BR,Film,260.0,22.0,27.0,76903000.0,19200.0,307600.0,230700.0,3700000.0,100000.0,2012.0,Jul,30.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
586,POPS Kids,16200000,9763592867.0,Music,POPS Kids,3943,Vietnam,VN,Film,462.0,2.0,30.0,256733000.0,64200.0,1000000.0,770200.0,12300000.0,200000.0,2014.0,Jan,14.0,28.5,96462106.0,2.01,35332140.0,14.058324,108.277199
606,Totoy kids - Espaï¿½ï,16000000,5997599089.0,Film & Animation,Totoy kids - Espaï¿½ï,344,Mexico,MX,Film,1048.0,23.0,31.0,112393000.0,28100.0,449600.0,337200.0,5400000.0,200000.0,2017.0,Sep,7.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
617,Rotten Tomatoes Trailers,15800000,13116313599.0,Film & Animation,Rotten Tomatoes Trailers,10441,United States,US,Film,285.0,143.0,32.0,25738000.0,6400.0,103000.0,77200.0,1200000.0,100000.0,2011.0,Apr,1.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
633,ýýýýýýýý ýý ýýýýýýýý,15500000,8265129639.0,Shows,ýýýýýýýý ýý ýýýýýýýý,1021,Saudi Arabia,SA,Film,619.0,4.0,33.0,135036000.0,33800.0,540100.0,405100.0,6500000.0,300000.0,2017.0,May,16.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162
637,Talking Tom & Friends,15500000,6396049701.0,Entertainment,Talking Tom & Friends,417,United States,US,Film,956.0,146.0,34.0,27375000.0,6800.0,109500.0,82100.0,1300000.0,,2010.0,Oct,14.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
652,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15200000,857725714.0,People & Blogs,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,194,India,IN,Film,13929.0,100.0,35.0,65380000.0,16300.0,261500.0,196100.0,3100000.0,1300000.0,2017.0,Oct,15.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
684,Kwebbelkop,15000000,6889304306.0,Gaming,Kwebbelkop,5198,United States,US,Film,857.0,151.0,37.0,29724000.0,7400.0,118900.0,89200.0,1400000.0,100000.0,2008.0,Apr,2.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
688,BigSchool,15000000,9996133066.0,Gaming,Big School,68,,,Film,4056600.0,,5289.0,,0.0,0.0,0.0,0.0,,2020.0,Dec,2.0,,,,,,
735,Noman Official,14600000,5525773746.0,Comedy,Noman Official,560,India,IN,Film,1185.0,106.0,38.0,139116000.0,34800.0,556500.0,417300.0,6700000.0,500000.0,2019.0,Oct,28.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
738,les boys tv2,14500000,4577292740.0,Entertainment,les boys tv2,453,United States,US,Film,1565.0,156.0,39.0,449576.0,112.0,1800.0,1300.0,21600.0,,2017.0,Feb,7.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
766,Zig & Sharko,14400000,9023952946.0,Film & Animation,Zig & Sharko,978,,,Film,534.0,,39.0,62689000.0,15700.0,250800.0,188100.0,3000000.0,100000.0,2015.0,May,6.0,,,,,,
798,Gallina Pintadita,14000000,9660950823.0,Music,Gallina Pintadita,62,Mexico,MX,Film,477.0,29.0,40.0,70626000.0,17700.0,282500.0,211900.0,3400000.0,,2011.0,Aug,2.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
823,Goldmines Premiere,13700000,1973638757.0,Entertainment,Goldmines Premiere,975,India,IN,Film,5047.0,113.0,41.0,37648000.0,9400.0,150600.0,112900.0,1800000.0,100000.0,2013.0,Oct,12.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
836,JOJO TV - Hindi Stories,13600000,5141201173.0,Education,JOJO TV - Hindi Stories,1097,India,IN,Film,1303.0,114.0,42.0,10764000.0,2700.0,43100.0,32300.0,516700.0,100000.0,2016.0,Dec,25.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
894,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13100000,4214172991.0,Film & Animation,Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1365,Brazil,BR,Film,1770.0,49.0,43.0,27340000.0,6800.0,109400.0,82000.0,1300000.0,100000.0,2014.0,May,6.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
923,Talking Angela,12800000,3632438963.0,Entertainment,Talking Angela,233,United Kingdom,GB,Film,2184.0,31.0,45.0,27957000.0,7000.0,111800.0,83900.0,1300000.0,,2014.0,Sep,2.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
937,Future,12700000,9927699419.0,Music,Future AMV's,119,United States,US,Film,270216.0,1944.0,1473.0,472367.0,118.0,1900.0,1400.0,22700.0,1000.0,2020.0,Nov,7.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
951,Wolfoo Family,12500000,161254021.0,,Wolfoo Family,61,United States,US,Film,81750.0,175.0,46.0,757789000.0,0.0,0.0,0.0,0.0,,2019.0,Oct,21.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
987,ANNA KOVA,12400000,13959586308.0,People & Blogs,annakova,1,,,Film,4049634.0,,5307.0,2.0,0.0,0.01,0.01,0.1,,2006.0,Jun,18.0,,,,,,
